RCA(%);Asphalt(%);Additive(%);TR(°C);HD (km);WC (%);OD(mgCFC-11eq);GW(kgCO2eq);SM(kgO3eq);AC(kgSO2eq);EU(gNeq);CA(CTUh E-6);NCA(CTUh E-6);RE(gPM2.5eq);EC(CTUe);FFD(MJsurplus)
0;4.5;0.25;10;150;4;5156;24508;998;154;13284;179;1264;11795;38201;46279
0;4.5;0.25;20;0;1;3000;14277;586;90;7761;106;749;6873;22543;27083
0;4.5;0.25;20;0;2;3645;17336;709;109;9412;128;903;8344;27224;32822
0;4.5;0.25;20;0;3;4289;20395;832;128;11063;149;1057;9816;31905;38561
0;4.5;0.25;20;0;4;4933;23453;956;148;12714;171;1211;11288;36586;44300
0;4.5;0.25;20;50;1;3000;14277;586;90;7761;106;749;6873;22543;27083
0;4.5;0.25;20;50;2;3645;17336;709;109;9412;128;903;8344;27224;32822
0;4.5;0.25;20;50;3;4289;20395;832;128;11063;149;1057;9816;31905;38561
0;4.5;0.25;20;50;4;4933;23453;956;148;12714;171;1211;11288;36586;44300
0;4.5;0.25;20;100;1;3000;14277;586;90;7761;106;749;6873;22543;27083
0;4.5;0.25;20;100;2;3645;17336;709;109;9412;128;903;8344;27224;32822
0;4.5;0.25;20;100;3;4289;20395;832;128;11063;149;1057;9816;31905;38561
0;4.5;0.25;20;100;4;4933;23453;956;148;12714;171;1211;11288;36586;44300
0;4.5;0.25;20;150;1;3000;14277;586;90;7761;106;749;6873;22543;27083
0;4.5;0.25;20;150;2;3645;17336;709;109;9412;128;903;8344;27224;32822
0;4.5;0.25;20;150;3;4289;20395;832;128;11063;149;1057;9816;31905;38561
0;4.5;0.25;20;150;4;4933;23453;956;148;12714;171;1211;11288;36586;44300
0;4.5;0.25;30;0;1;2791;13286;546;84;7226;99;699;6396;21026;25223
0;4.5;0.25;30;0;2;3431;16323;668;103;8865;120;852;7857;25675;30922
0;4.5;0.25;30;0;3;4071;19361;791;122;10505;142;1005;9319;30323;36621
0;4.5;0.25;30;0;4;4711;22398;913;141;12145;164;1158;10780;34972;42321
0;4.5;0.25;30;50;1;2791;13286;546;84;7226;99;699;6396;21026;25223
0;4.5;0.25;30;50;2;3431;16323;668;103;8865;120;852;7857;25675;30922
0;4.5;0.25;30;50;3;4071;19361;791;122;10505;142;1005;9319;30323;36621
0;4.5;0.25;30;50;4;4711;22398;913;141;12145;164;1158;10780;34972;42321
0;4.5;0.25;30;100;1;2791;13286;546;84;7226;99;699;6396;21026;25223
0;4.5;0.25;30;100;2;3431;16323;668;103;8865;120;852;7857;25675;30922
0;4.5;0.25;30;100;3;4071;19361;791;122;10505;142;1005;9319;30323;36621
0;4.5;0.25;30;100;4;4711;22398;913;141;12145;164;1158;10780;34972;42321
0;4.5;0.25;30;150;1;2791;13286;546;84;7226;99;699;6396;21026;25223
0;4.5;0.25;30;150;2;3431;16323;668;103;8865;120;852;7857;25675;30922
0;4.5;0.25;30;150;3;4071;19361;791;122;10505;142;1005;9319;30323;36621
0;4.5;0.25;30;150;4;4711;22398;913;141;12145;164;1158;10780;34972;42321
0;4.5;0.25;40;0;1;2582;12295;506;78;6691;92;649;5919;19509;23363
0;4.5;0.25;40;0;2;3218;15311;627;97;8319;113;801;7370;24125;29022
0;4.5;0.25;40;0;3;3853;18327;749;115;9947;135;953;8821;28741;34682
0;4.5;0.25;40;0;4;4489;21344;871;134;11575;156;1105;10273;33357;40341
0;4.5;0.25;40;50;1;2582;12295;506;78;6691;92;649;5919;19509;23363
0;4.5;0.25;40;50;2;3218;15311;627;97;8319;113;801;7370;24125;29022
0;4.5;0.25;40;50;3;3853;18327;749;115;9947;135;953;8821;28741;34682
0;4.5;0.25;40;50;4;4489;21344;871;134;11575;156;1105;10273;33357;40341
0;4.5;0.25;40;100;1;2582;12295;506;78;6691;92;649;5919;19509;23363
0;4.5;0.25;40;100;2;3218;15311;627;97;8319;113;801;7370;24125;29022
0;4.5;0.25;40;100;3;3853;18327;749;115;9947;135;953;8821;28741;34682
0;4.5;0.25;40;100;4;4489;21344;871;134;11575;156;1105;10273;33357;40341
0;4.5;0.25;40;150;1;2582;12295;506;78;6691;92;649;5919;19509;23363
0;4.5;0.25;40;150;2;3218;15311;627;97;8319;113;801;7370;24125;29022
0;4.5;0.25;40;150;3;3853;18327;749;115;9947;135;953;8821;28741;34682
0;4.5;0.25;40;150;4;4489;21344;871;134;11575;156;1105;10273;33357;40341
0;4.5;0.35;10;0;1;3209;15269;626;96;8297;113;798;7350;24062;28943
0;4.5;0.35;10;0;2;3858;18349;750;116;9959;135;954;8832;28775;34722
0;4.5;0.35;10;0;3;4507;21429;874;135;11622;157;1109;10314;33489;40500
0;4.5;0.35;10;0;4;5156;24508;998;154;13285;179;1264;11795;38202;46279
0;4.5;0.35;10;50;1;3209;15269;626;96;8297;113;798;7350;24062;28943
0;4.5;0.35;10;50;2;3858;18349;750;116;9959;135;954;8832;28775;34722
0;4.5;0.35;10;50;3;4507;21429;874;135;11622;157;1109;10314;33489;40500
0;4.5;0.35;10;50;4;5156;24508;998;154;13285;179;1264;11795;38202;46279
0;4.5;0.35;10;100;1;3209;15269;626;96;8297;113;798;7350;24062;28943
0;4.5;0.35;10;100;2;3858;18349;750;116;9959;135;954;8832;28775;34722
0;4.5;0.35;10;100;3;4507;21429;874;135;11622;157;1109;10314;33489;40500
0;4.5;0.35;10;100;4;5156;24508;998;154;13285;179;1264;11795;38202;46279
0;4.5;0.35;10;150;1;3209;15269;626;96;8297;113;798;7350;24062;28943
0;4.5;0.35;10;150;2;3858;18349;750;116;9959;135;954;8832;28775;34722
0;4.5;0.35;10;150;3;4507;21429;874;135;11622;157;1109;10314;33489;40500
0;4.5;0.35;10;150;4;5156;24508;998;154;13285;179;1264;11795;38202;46279
0;4.5;0.35;20;0;1;3000;14278;586;90;7762;106;749;6873;22545;27083
0;4.5;0.35;20;0;2;3645;17336;709;109;9413;128;903;8345;27226;32822
0;4.5;0.35;20;0;3;4289;20395;832;128;11064;149;1057;9816;31907;38561
0;4.5;0.35;20;0;4;4933;23453;956;148;12715;171;1211;11288;36588;44300
0;4.5;0.35;20;50;1;3000;14278;586;90;7762;106;749;6873;22545;27083
0;4.5;0.35;20;50;2;3645;17336;709;109;9413;128;903;8345;27226;32822
0;4.5;0.35;20;50;3;4289;20395;832;128;11064;149;1057;9816;31907;38561
0;4.5;0.35;20;50;4;4933;23453;956;148;12715;171;1211;11288;36588;44300
0;4.5;0.35;20;100;1;3000;14278;586;90;7762;106;749;6873;22545;27083
0;4.5;0.35;20;100;2;3645;17336;709;109;9413;128;903;8345;27226;32822
0;4.5;0.35;20;100;3;4289;20395;832;128;11064;149;1057;9816;31907;38561
0;4.5;0.35;20;100;4;4933;23453;956;148;12715;171;1211;11288;36588;44300
0;4.5;0.35;20;150;1;3000;14278;586;90;7762;106;749;6873;22545;27083
0;4.5;0.35;20;150;2;3645;17336;709;109;9413;128;903;8345;27226;32822
0;4.5;0.35;20;150;3;4289;20395;832;128;11064;149;1057;9816;31907;38561
0;4.5;0.35;20;150;4;4933;23453;956;148;12715;171;1211;11288;36588;44300
0;4.5;0.35;30;0;1;2791;13286;546;84;7227;99;699;6396;21028;25223
0;4.5;0.35;30;0;2;3431;16324;668;103;8866;120;852;7857;25676;30922
0;4.5;0.35;30;0;3;4071;19361;791;122;10506;142;1005;9319;30325;36621
0;4.5;0.35;30;0;4;4711;22399;913;141;12146;164;1158;10780;34973;42321
0;4.5;0.35;30;50;1;2791;13286;546;84;7227;99;699;6396;21028;25223
0;4.5;0.35;30;50;2;3431;16324;668;103;8866;120;852;7857;25676;30922
0;4.5;0.35;30;50;3;4071;19361;791;122;10506;142;1005;9319;30325;36621
0;4.5;0.35;30;50;4;4711;22399;913;141;12146;164;1158;10780;34973;42321
0;4.5;0.35;30;100;1;2791;13286;546;84;7227;99;699;6396;21028;25223
0;4.5;0.35;30;100;2;3431;16324;668;103;8866;120;852;7857;25676;30922
0;4.5;0.35;30;100;3;4071;19361;791;122;10506;142;1005;9319;30325;36621
0;4.5;0.35;30;100;4;4711;22399;913;141;12146;164;1158;10780;34973;42321
0;4.5;0.35;30;150;1;2791;13286;546;84;7227;99;699;6396;21028;25223
0;4.5;0.35;30;150;2;3431;16324;668;103;8866;120;852;7857;25676;30922
0;4.5;0.35;30;150;3;4071;19361;791;122;10506;142;1005;9319;30325;36621
0;4.5;0.35;30;150;4;4711;22399;913;141;12146;164;1158;10780;34973;42321
0;4.5;0.35;40;0;1;2582;12295;506;78;6691;92;649;5919;19511;23363
0;4.5;0.35;40;0;2;3218;15311;627;97;8320;113;801;7370;24127;29022
0;4.5;0.35;40;0;3;3853;18327;749;115;9948;135;953;8822;28743;34682
0;4.5;0.35;40;0;4;4489;21344;871;134;11576;156;1105;10273;33359;40341
0;4.5;0.35;40;50;1;2582;12295;506;78;6691;92;649;5919;19511;23363
0;4.5;0.35;40;50;2;3218;15311;627;97;8320;113;801;7370;24127;29022
0;4.5;0.35;40;50;3;3853;18327;749;115;9948;135;953;8822;28743;34682
0;4.5;0.35;40;50;4;4489;21344;871;134;11576;156;1105;10273;33359;40341
0;4.5;0.35;40;100;1;2582;12295;506;78;6691;92;649;5919;19511;23363
0;4.5;0.35;40;100;2;3218;15311;627;97;8320;113;801;7370;24127;29022
0;4.5;0.35;40;100;3;3853;18327;749;115;9948;135;953;8822;28743;34682
0;4.5;0.35;40;100;4;4489;21344;871;134;11576;156;1105;10273;33359;40341
0;4.5;0.35;40;150;1;2582;12295;506;78;6691;92;649;5919;19511;23363
0;4.5;0.35;40;150;2;3218;15311;627;97;8320;113;801;7370;24127;29022
0;4.5;0.35;40;150;3;3853;18327;749;115;9948;135;953;8822;28743;34682
0;4.5;0.35;40;150;4;4489;21344;871;134;11576;156;1105;10273;33359;40341
0;4.5;0.45;10;0;1;3209;15269;626;96;8298;113;798;7350;24063;28943
0;4.5;0.45;10;0;2;3858;18349;750;116;9960;135;954;8832;28777;34722
0;4.5;0.45;10;0;3;4507;21429;874;135;11623;157;1109;10314;33490;40501
0;4.5;0.45;10;0;4;5156;24509;998;154;13285;179;1264;11795;38203;46279
0;4.5;0.45;10;50;1;3209;15269;626;96;8298;113;798;7350;24063;28943
0;4.5;0.45;10;50;2;3858;18349;750;116;9960;135;954;8832;28777;34722
0;4.5;0.45;10;50;3;4507;21429;874;135;11623;157;1109;10314;33490;40501
0;4.5;0.45;10;50;4;5156;24509;998;154;13285;179;1264;11795;38203;46279
0;4.5;0.45;10;100;1;3209;15269;626;96;8298;113;798;7350;24063;28943
0;4.5;0.45;10;100;2;3858;18349;750;116;9960;135;954;8832;28777;34722
0;4.5;0.45;10;100;3;4507;21429;874;135;11623;157;1109;10314;33490;40501
0;4.5;0.45;10;100;4;5156;24509;998;154;13285;179;1264;11795;38203;46279
0;4.5;0.45;10;150;1;3209;15269;626;96;8298;113;798;7350;24063;28943
0;4.5;0.45;10;150;2;3858;18349;750;116;9960;135;954;8832;28777;34722
0;4.5;0.45;10;150;3;4507;21429;874;135;11623;157;1109;10314;33490;40501
0;4.5;0.45;10;150;4;5156;24509;998;154;13285;179;1264;11795;38203;46279
0;4.5;0.45;20;0;1;3000;14278;586;90;7763;106;749;6873;22546;27083
0;4.5;0.45;20;0;2;3645;17336;709;109;9414;128;903;8345;27227;32822
0;4.5;0.45;20;0;3;4289;20395;832;128;11065;149;1057;9816;31908;38561
0;4.5;0.45;20;0;4;4933;23454;956;148;12716;171;1211;11288;36589;44300
0;4.5;0.45;20;50;1;3000;14278;586;90;7763;106;749;6873;22546;27083
0;4.5;0.45;20;50;2;3645;17336;709;109;9414;128;903;8345;27227;32822
0;4.5;0.45;20;50;3;4289;20395;832;128;11065;149;1057;9816;31908;38561
0;4.5;0.45;20;50;4;4933;23454;956;148;12716;171;1211;11288;36589;44300
0;4.5;0.45;20;100;1;3000;14278;586;90;7763;106;749;6873;22546;27083
0;4.5;0.45;20;100;2;3645;17336;709;109;9414;128;903;8345;27227;32822
0;4.5;0.45;20;100;3;4289;20395;832;128;11065;149;1057;9816;31908;38561
0;4.5;0.45;20;100;4;4933;23454;956;148;12716;171;1211;11288;36589;44300
0;4.5;0.45;20;150;1;3000;14278;586;90;7763;106;749;6873;22546;27083
0;4.5;0.45;20;150;2;3645;17336;709;109;9414;128;903;8345;27227;32822
0;4.5;0.45;20;150;3;4289;20395;832;128;11065;149;1057;9816;31908;38561
0;4.5;0.45;20;150;4;4933;23454;956;148;12716;171;1211;11288;36589;44300
0;4.5;0.45;30;0;1;2791;13286;546;84;7227;99;699;6396;21029;25223
0;4.5;0.45;30;0;2;3431;16324;668;103;8867;120;852;7858;25678;30922
0;4.5;0.45;30;0;3;4071;19361;791;122;10507;142;1005;9319;30326;36621
0;4.5;0.45;30;0;4;4711;22399;913;141;12147;164;1158;10780;34975;42321
0;4.5;0.45;30;50;1;2791;13286;546;84;7227;99;699;6396;21029;25223
0;4.5;0.45;30;50;2;3431;16324;668;103;8867;120;852;7858;25678;30922
0;4.5;0.45;30;50;3;4071;19361;791;122;10507;142;1005;9319;30326;36621
0;4.5;0.45;30;50;4;4711;22399;913;141;12147;164;1158;10780;34975;42321
0;4.5;0.45;30;100;1;2791;13286;546;84;7227;99;699;6396;21029;25223
0;4.5;0.45;30;100;2;3431;16324;668;103;8867;120;852;7858;25678;30922
0;4.5;0.45;30;100;3;4071;19361;791;122;10507;142;1005;9319;30326;36621
0;4.5;0.45;30;100;4;4711;22399;913;141;12147;164;1158;10780;34975;42321
0;4.5;0.45;30;150;1;2791;13286;546;84;7227;99;699;6396;21029;25223
0;4.5;0.45;30;150;2;3431;16324;668;103;8867;120;852;7858;25678;30922
0;4.5;0.45;30;150;3;4071;19361;791;122;10507;142;1005;9319;30326;36621
0;4.5;0.45;30;150;4;4711;22399;913;141;12147;164;1158;10780;34975;42321
0;4.5;0.45;40;0;1;2582;12295;506;78;6692;92;649;5919;19512;23363
0;4.5;0.45;40;0;2;3218;15311;627;97;8321;113;801;7370;24128;29022
0;4.5;0.45;40;0;3;3853;18328;749;115;9949;135;953;8822;28744;34682
0;4.5;0.45;40;0;4;4489;21344;871;134;11577;156;1105;10273;33360;40341
0;4.5;0.45;40;50;1;2582;12295;506;78;6692;92;649;5919;19512;23363
0;4.5;0.45;40;50;2;3218;15311;627;97;8321;113;801;7370;24128;29022
0;4.5;0.45;40;50;3;3853;18328;749;115;9949;135;953;8822;28744;34682
0;4.5;0.45;40;50;4;4489;21344;871;134;11577;156;1105;10273;33360;40341
0;4.5;0.45;40;100;1;2582;12295;506;78;6692;92;649;5919;19512;23363
0;4.5;0.45;40;100;2;3218;15311;627;97;8321;113;801;7370;24128;29022
0;4.5;0.45;40;100;3;3853;18328;749;115;9949;135;953;8822;28744;34682
0;4.5;0.45;40;100;4;4489;21344;871;134;11577;156;1105;10273;33360;40341
0;4.5;0.45;40;150;1;2582;12295;506;78;6692;92;649;5919;19512;23363
0;4.5;0.45;40;150;2;3218;15311;627;97;8321;113;801;7370;24128;29022
0;4.5;0.45;40;150;3;3853;18328;749;115;9949;135;953;8822;28744;34682
0;4.5;0.45;40;150;4;4489;21344;871;134;11577;156;1105;10273;33360;40341
0;5;0.15;10;0;1;3227;15358;629;97;8344;114;805;7392;24244;29143
0;5;0.15;10;0;2;3873;18421;753;116;9997;136;960;8866;28932;34891
0;5;0.15;10;0;3;4518;21485;877;135;11651;157;1114;10340;33621;40640
0;5;0.15;10;0;4;5164;24549;1000;155;13305;179;1269;11814;38310;46388
0;5;0.15;10;50;1;3227;15358;629;97;8344;114;805;7392;24244;29143
0;5;0.15;10;50;2;3873;18421;753;116;9997;136;960;8866;28932;34891
0;5;0.15;10;50;3;4518;21485;877;135;11651;157;1114;10340;33621;40640
0;5;0.15;10;50;4;5164;24549;1000;155;13305;179;1269;11814;38310;46388
0;5;0.15;10;100;1;3227;15358;629;97;8344;114;805;7392;24244;29143
0;5;0.15;10;100;2;3873;18421;753;116;9997;136;960;8866;28932;34891
0;5;0.15;10;100;3;4518;21485;877;135;11651;157;1114;10340;33621;40640
0;5;0.15;10;100;4;5164;24549;1000;155;13305;179;1269;11814;38310;46388
0;5;0.15;10;150;1;3227;15358;629;97;8344;114;805;7392;24244;29143
0;5;0.15;10;150;2;3873;18421;753;116;9997;136;960;8866;28932;34891
0;5;0.15;10;150;3;4518;21485;877;135;11651;157;1114;10340;33621;40640
0;5;0.15;10;150;4;5164;24549;1000;155;13305;179;1269;11814;38310;46388
0;5;0.15;20;0;1;3017;14358;589;91;7804;107;755;6911;22714;27268
0;5;0.15;20;0;2;3658;17401;712;110;9447;128;909;8375;27371;32977
0;5;0.15;20;0;3;4299;20443;835;129;11089;150;1062;9839;32027;38686
0;5;0.15;20;0;4;4940;23486;957;148;12732;172;1215;11303;36684;44394
0;5;0.15;20;50;1;3017;14358;589;91;7804;107;755;6911;22714;27268
0;5;0.15;20;50;2;3658;17401;712;110;9447;128;909;8375;27371;32977
0;5;0.15;20;50;3;4299;20443;835;129;11089;150;1062;9839;32027;38686
0;5;0.15;20;50;4;4940;23486;957;148;12732;172;1215;11303;36684;44394
0;5;0.15;20;100;1;3017;14358;589;91;7804;107;755;6911;22714;27268
0;5;0.15;20;100;2;3658;17401;712;110;9447;128;909;8375;27371;32977
0;5;0.15;20;100;3;4299;20443;835;129;11089;150;1062;9839;32027;38686
0;5;0.15;20;100;4;4940;23486;957;148;12732;172;1215;11303;36684;44394
0;5;0.15;20;150;1;3017;14358;589;91;7804;107;755;6911;22714;27268
0;5;0.15;20;150;2;3658;17401;712;110;9447;128;909;8375;27371;32977
0;5;0.15;20;150;3;4299;20443;835;129;11089;150;1062;9839;32027;38686
0;5;0.15;20;150;4;4940;23486;957;148;12732;172;1215;11303;36684;44394
0;5;0.15;30;0;1;2806;13359;549;84;7264;99;705;6430;21185;25393
0;5;0.15;30;0;2;3443;16380;671;103;8896;121;857;7884;25809;31062
0;5;0.15;30;0;3;4079;19402;793;122;10527;143;1009;9338;30433;36731
0;5;0.15;30;0;4;4716;22423;915;141;12158;164;1162;10792;35057;42401
0;5;0.15;30;50;1;2806;13359;549;84;7264;99;705;6430;21185;25393
0;5;0.15;30;50;2;3443;16380;671;103;8896;121;857;7884;25809;31062
0;5;0.15;30;50;3;4079;19402;793;122;10527;143;1009;9338;30433;36731
0;5;0.15;30;50;4;4716;22423;915;141;12158;164;1162;10792;35057;42401
0;5;0.15;30;100;1;2806;13359;549;84;7264;99;705;6430;21185;25393
0;5;0.15;30;100;2;3443;16380;671;103;8896;121;857;7884;25809;31062
0;5;0.15;30;100;3;4079;19402;793;122;10527;143;1009;9338;30433;36731
0;5;0.15;30;100;4;4716;22423;915;141;12158;164;1162;10792;35057;42401
0;5;0.15;30;150;1;2806;13359;549;84;7264;99;705;6430;21185;25393
0;5;0.15;30;150;2;3443;16380;671;103;8896;121;857;7884;25809;31062
0;5;0.15;30;150;3;4079;19402;793;122;10527;143;1009;9338;30433;36731
0;5;0.15;30;150;4;4716;22423;915;141;12158;164;1162;10792;35057;42401
0;5;0.15;40;0;1;2595;12359;508;78;6725;92;654;5950;19655;23517
0;5;0.15;40;0;2;3228;15360;630;97;8345;114;806;7393;24247;29147
0;5;0.15;40;0;3;3860;18360;751;116;9964;135;957;8837;28839;34777
0;5;0.15;40;0;4;4492;21361;872;135;11584;157;1108;10280;33431;40407
0;5;0.15;40;50;1;2595;12359;508;78;6725;92;654;5950;19655;23517
0;5;0.15;40;50;2;3228;15360;630;97;8345;114;806;7393;24247;29147
0;5;0.15;40;50;3;3860;18360;751;116;9964;135;957;8837;28839;34777
0;5;0.15;40;50;4;4492;21361;872;135;11584;157;1108;10280;33431;40407
0;5;0.15;40;100;1;2595;12359;508;78;6725;92;654;5950;19655;23517
0;5;0.15;40;100;2;3228;15360;630;97;8345;114;806;7393;24247;29147
0;5;0.15;40;100;3;3860;18360;751;116;9964;135;957;8837;28839;34777
0;5;0.15;40;100;4;4492;21361;872;135;11584;157;1108;10280;33431;40407
0;5;0.15;40;150;1;2595;12359;508;78;6725;92;654;5950;19655;23517
0;5;0.15;40;150;2;3228;15360;630;97;8345;114;806;7393;24247;29147
0;5;0.15;40;150;3;3860;18360;751;116;9964;135;957;8837;28839;34777
0;5;0.15;40;150;4;4492;21361;872;135;11584;157;1108;10280;33431;40407
0;5;0.25;10;0;1;3227;15358;629;97;8344;114;805;7392;24245;29143
0;5;0.25;10;0;2;3873;18421;753;116;9998;136;960;8866;28934;34891
0;5;0.25;10;0;3;4518;21485;877;135;11652;157;1114;10340;33623;40640
0;5;0.25;10;0;4;5164;24549;1000;155;13306;179;1269;11814;38311;46388
0;5;0.25;10;50;1;3227;15358;629;97;8344;114;805;7392;24245;29143
0;5;0.25;10;50;2;3873;18421;753;116;9998;136;960;8866;28934;34891
0;5;0.25;10;50;3;4518;21485;877;135;11652;157;1114;10340;33623;40640
0;5;0.25;10;50;4;5164;24549;1000;155;13306;179;1269;11814;38311;46388
0;5;0.25;10;100;1;3227;15358;629;97;8344;114;805;7392;24245;29143
0;5;0.25;10;100;2;3873;18421;753;116;9998;136;960;8866;28934;34891
0;5;0.25;10;100;3;4518;21485;877;135;11652;157;1114;10340;33623;40640
0;5;0.25;10;100;4;5164;24549;1000;155;13306;179;1269;11814;38311;46388
0;5;0.25;10;150;1;3227;15358;629;97;8344;114;805;7392;24245;29143
0;5;0.25;10;150;2;3873;18421;753;116;9998;136;960;8866;28934;34891
0;5;0.25;10;150;3;4518;21485;877;135;11652;157;1114;10340;33623;40640
0;5;0.25;10;150;4;5164;24549;1000;155;13306;179;1269;11814;38311;46388
0;5;0.25;20;0;1;3017;14358;589;91;7805;107;755;6911;22716;27268
0;5;0.25;20;0;2;3658;17401;712;110;9447;128;909;8375;27372;32977
0;5;0.25;20;0;3;4299;20444;835;129;11090;150;1062;9839;32029;38686
0;5;0.25;20;0;4;4940;23486;958;148;12732;172;1215;11303;36685;44394
0;5;0.25;20;50;1;3017;14358;589;91;7805;107;755;6911;22716;27268
0;5;0.25;20;50;2;3658;17401;712;110;9447;128;909;8375;27372;32977
0;5;0.25;20;50;3;4299;20444;835;129;11090;150;1062;9839;32029;38686
0;5;0.25;20;50;4;4940;23486;958;148;12732;172;1215;11303;36685;44394
0;5;0.25;20;100;1;3017;14358;589;91;7805;107;755;6911;22716;27268
0;5;0.25;20;100;2;3658;17401;712;110;9447;128;909;8375;27372;32977
0;5;0.25;20;100;3;4299;20444;835;129;11090;150;1062;9839;32029;38686
0;5;0.25;20;100;4;4940;23486;958;148;12732;172;1215;11303;36685;44394
0;5;0.25;20;150;1;3017;14358;589;91;7805;107;755;6911;22716;27268
0;5;0.25;20;150;2;3658;17401;712;110;9447;128;909;8375;27372;32977
0;5;0.25;20;150;3;4299;20444;835;129;11090;150;1062;9839;32029;38686
0;5;0.25;20;150;4;4940;23486;958;148;12732;172;1215;11303;36685;44394
0;5;0.25;30;0;1;2806;13359;549;84;7265;99;705;6431;21186;25393
0;5;0.25;30;0;2;3443;16381;671;103;8897;121;857;7884;25811;31062
0;5;0.25;30;0;3;4079;19402;793;122;10528;143;1009;9338;30435;36731
0;5;0.25;30;0;4;4716;22424;915;141;12159;164;1162;10792;35059;42401
0;5;0.25;30;50;1;2806;13359;549;84;7265;99;705;6431;21186;25393
0;5;0.25;30;50;2;3443;16381;671;103;8897;121;857;7884;25811;31062
0;5;0.25;30;50;3;4079;19402;793;122;10528;143;1009;9338;30435;36731
0;5;0.25;30;50;4;4716;22424;915;141;12159;164;1162;10792;35059;42401
0;5;0.25;30;100;1;2806;13359;549;84;7265;99;705;6431;21186;25393
0;5;0.25;30;100;2;3443;16381;671;103;8897;121;857;7884;25811;31062
0;5;0.25;30;100;3;4079;19402;793;122;10528;143;1009;9338;30435;36731
0;5;0.25;30;100;4;4716;22424;915;141;12159;164;1162;10792;35059;42401
0;5;0.25;30;150;1;2806;13359;549;84;7265;99;705;6431;21186;25393
0;5;0.25;30;150;2;3443;16381;671;103;8897;121;857;7884;25811;31062
0;5;0.25;30;150;3;4079;19402;793;122;10528;143;1009;9338;30435;36731
0;5;0.25;30;150;4;4716;22424;915;141;12159;164;1162;10792;35059;42401
0;5;0.25;40;0;1;2595;12360;508;78;6726;92;654;5950;19657;23517
0;5;0.25;40;0;2;3228;15360;630;97;8346;114;806;7393;24249;29147
0;5;0.25;40;0;3;3860;18361;751;116;9965;135;957;8837;28841;34777
0;5;0.25;40;0;4;4492;21361;872;135;11585;157;1108;10281;33433;40407
0;5;0.25;40;50;1;2595;12360;508;78;6726;92;654;5950;19657;23517
0;5;0.25;40;50;2;3228;15360;630;97;8346;114;806;7393;24249;29147
0;5;0.25;40;50;3;3860;18361;751;116;9965;135;957;8837;28841;34777
0;5;0.25;40;50;4;4492;21361;872;135;11585;157;1108;10281;33433;40407
0;5;0.25;40;100;1;2595;12360;508;78;6726;92;654;5950;19657;23517
0;5;0.25;40;100;2;3228;15360;630;97;8346;114;806;7393;24249;29147
0;5;0.25;40;100;3;3860;18361;751;116;9965;135;957;8837;28841;34777
0;5;0.25;40;100;4;4492;21361;872;135;11585;157;1108;10281;33433;40407
0;5;0.25;40;150;1;2595;12360;508;78;6726;92;654;5950;19657;23517
0;5;0.25;40;150;2;3228;15360;630;97;8346;114;806;7393;24249;29147
0;5;0.25;40;150;3;3860;18361;751;116;9965;135;957;8837;28841;34777
0;5;0.25;40;150;4;4492;21361;872;135;11585;157;1108;10281;33433;40407
0;5;0.35;10;0;1;3227;15358;629;97;8345;114;805;7392;24247;29143
0;5;0.35;10;0;2;3873;18422;753;116;9999;136;960;8866;28936;34891
0;5;0.35;10;0;3;4518;21485;877;135;11653;157;1114;10340;33624;40640
0;5;0.35;10;0;4;5164;24549;1000;155;13307;179;1269;11815;38313;46388
0;5;0.35;10;50;1;3227;15358;629;97;8345;114;805;7392;24247;29143
0;5;0.35;10;50;2;3873;18422;753;116;9999;136;960;8866;28936;34891
0;5;0.35;10;50;3;4518;21485;877;135;11653;157;1114;10340;33624;40640
0;5;0.35;10;50;4;5164;24549;1000;155;13307;179;1269;11815;38313;46388
0;5;0.35;10;100;1;3227;15358;629;97;8345;114;805;7392;24247;29143
0;5;0.35;10;100;2;3873;18422;753;116;9999;136;960;8866;28936;34891
0;5;0.35;10;100;3;4518;21485;877;135;11653;157;1114;10340;33624;40640
0;5;0.35;10;100;4;5164;24549;1000;155;13307;179;1269;11815;38313;46388
